,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
0,0.14553943336754466,1e-08,1e-08,0.02497092430667241,1e-08,0.0215020026602842,0.0023000919911737223,0.043120979611976744,0.022736902028898203,0.025693656333045715,1e-08,0.015315681587463811,0.021782152708530022,1e-08,0.009127869553130425,0.021382122563013223,0.01634138032741568,0.013071338292057153,0.018358601422168594,0.018988056555928563,0.006402073721183727,0.016310143612187262,1e-08,0.02425656792873548,0.0264193347675901,0.029253799698977873
1,0.4102663330735331,0.002661904888006502,4.0246358022509046e-07,0.001108219245227643,0.0015412953625813623,0.010353873013664434,0.011335165764753703,0.0067502726346488915,0.00030799557458573547,0.008191398664230718,0.014928428231457205,0.014497861431620226,0.008368952344249607,0.019306428865691134,0.006767464689907979,0.008551156072420985,1e-08,0.007273294642248609,0.007721473956709756,0.005932034113862884,0.0007724306335013029,1.751720882182625e-06,0.005489747476474072,0.003940454601833921,0.011082950486417097,0.002136512145763013
2,0.36628950085694284,0.010542010975536219,0.0066195445489614195,0.010639081494128722,0.015547004671908973,0.023147995276810617,0.011880467425719785,0.017809637097641426,0.010189420031001765,0.019797432020603235,0.019339300132303207,0.008564256194603654,0.01704143971720833,0.00935061343011556,0.010269822263795723,0.008168354795850739,0.005791683183621592,0.013518170672115923,0.013293073131630558,0.010426628405532656,0.012641582643402987,0.012414177412831177,0.014753789040158376,0.010060116401028307,0.016430913137080186,0.011532214335622317
3,0.353443110204985,0.01068265684997351,0.0054352093440394504,0.015212555353905205,0.007458559934164005,0.017513398411998962,2.595611508764925e-08,0.022067556537062983,0.010867022278572273,0.022475372938541082,0.025600283461816156,0.004850571619748745,0.011416408371246441,0.005827838939336249,0.0010819495104383244,0.013986715678477018,0.005797870630544944,0.006562269528492462,0.009468361154359093,5.118353864992062e-06,0.01565842854516146,0.02068639464129801,0.01884345115146662,0.007698081011329936,0.010432661723607434,0.0058114604261864725
4,0.3274593799582106,0.018170103254460272,0.005969814436310876,1e-08,1e-08,0.013208799568752028,0.018601024107629722,0.007252347675529922,0.01607111207006891,0.008609964186737958,0.009574668856515334,0.009925895661947836,0.0005584984590163061,0.007832133637112632,3.841284587502806e-07,0.011117158533425037,1.671562107844588e-07,0.004271805273510987,0.0021650299899426215,1e-08,0.016888337573701985,0.015227826146796394,0.015640309858946475,0.008412479639184497,0.001905086031723183,1e-08
5,0.35434639106057825,0.0079966765852704,0.0058965789588730135,0.014470668656094266,0.008718241627369065,0.01821306256768302,0.010311888104126614,0.024279301172571356,0.01671605763678268,0.015171093505593088,0.012718851264460863,0.011563499365472869,0.01133897271711185,1e-08,0.01139446739212246,0.004103074246401697,0.00787369656161357,0.014715590971796519,9.145481259484445e-05,1e-08,0.008850226531475491,0.0073227807102840565,0.006435856882004991,0.00447488851026054,0.013998869832651974,0.002267239341841154
6,0.367656930239848,0.022891872417154853,0.0059502198832316975,0.01309770178561223,0.015183202069630856,0.010712889187897203,1.6475266920032245e-07,0.016038455487638728,0.010518457345362338,0.00221963540989346,0.010415001756001034,0.009590399124058452,0.003031998358546023,0.012052330880211626,0.009969393343538599,0.010826098730043358,0.011459463464349996,2.417343519696544e-07,2.5372217374680366e-05,0.011754558519924274,2.2517370526540696e-06,0.004293634265456407,0.004171315752047501,0.002096801577098618,0.0031201939287667795,0.003344109393664686
7,0.3876270764736537,0.011504622847369523,0.020141967826428776,0.006673807637075803,0.006367917365750129,3.445252155425965e-08,0.02611269104971486,0.008426129444767894,0.007776575056810517,0.007219000797381727,0.00759147779151444,0.008203195971187861,0.01421152274315946,0.0028439599683917085,1.0091835105192614e-08,0.004514339780828827,0.0027414215179581824,0.010692804438570378,0.0021238038462837905,0.0028035421761683026,0.0019942679234958766,7.723511381744423e-07,0.005979402036267754,2.5019094024957737e-08,0.005685817443969058,1.5559615679233042e-07
8,0.2005882051783608,1e-08,0.024528652670238897,0.019814754359238813,0.014629068010300594,1e-08,0.00024285784524533788,0.025981841722632466,0.02688440307634146,0.024773483132133112,0.013280893661110536,1e-08,0.019951188628681314,0.01074278922446384,1e-08,0.007359307551676175,1e-08,0.024993536752390463,1e-08,0.02722107155978679,0.003498512117090147,1e-08,0.005718400131295924,0.015844024376007054,0.026207638782401597,0.02327912772901618
9,0.3603002815790058,0.012715733784226113,0.006597251191549786,0.014326029005176405,0.01957136324628253,0.009865929857195652,0.007641477591419894,0.015068099829209177,0.011350226664371235,0.011846214828569998,0.015072607268354994,0.009539790917911479,0.012347601974244476,0.008933618502256565,0.008265569775354609,0.005873722433507819,0.005829380034364133,0.008108583095381611,0.01115272311798562,0.010422312763852762,0.0037276523563707043,0.006160650728520201,0.007041872760447056,0.005381053711709611,0.009602811305551198,0.008860722374518896
10,0.36023759139718614,0.019275052341262425,0.013246111542699114,0.016551275805949367,0.018882627486044516,0.018092316660944317,0.012703675971226366,0.003696054440349469,0.013403904946583568,0.012871576989855877,0.009993407393151963,0.007236165365452239,0.01508843481901574,0.011904820532590218,1e-08,0.0013139669730299593,1.1130198054388761e-08,0.010401292274754568,0.0044929874952784644,0.0019959602303592297,0.013475063890933583,0.01400089573602884,1e-08,0.0027833933554492745,0.005353925203857679,1e-08
11,0.35933490091338277,0.016390668280240175,0.01053776515910409,0.017902159427394537,0.01977242654158889,0.013287491685887547,0.007664306244954042,0.015184213496532591,0.014588740573708724,0.013808538323440082,0.013724399240844795,0.010432431533608672,0.011199446047800151,0.01198356739190069,0.011980505347289973,0.007773601633062557,0.009153877713565196,0.010463018575676287,0.01271184407893896,0.011553595130181242,0.005339532716786877,0.009197272564325882,0.008475362550803334,0.0069851213045371155,0.011048421200419522,0.01124553752494122
12,0.3541924569274606,0.0131599974525413,0.008817890787718628,0.016650398845432738,0.022243882252002314,0.015834585609881734,0.009010681230292894,0.01675395023013454,0.01431878718368462,0.01578659081394644,0.01953735589764678,0.010748628418801085,0.014498327116341225,0.010319545415302821,0.010723899911230053,0.008104008192700391,0.005800924199091888,0.00951016805601449,0.016283748091667796,0.01295362363752871,0.005649924450975695,0.010784115791911601,0.010154603874260905,0.008211800233894598,0.013765997208372778,0.013724627949961616
13,0.37639493212710873,0.017427664888307864,0.005880420459649328,0.010148502024711282,0.019334603318014912,0.005801524702725113,0.00012374807829422754,0.018790661801811905,0.012475056996279687,0.003174378510626219,0.012479357951940944,0.00886420424388311,0.007945067065153103,0.005532214864076059,0.008110089072830015,0.0021165534499747386,0.002735892585520174,0.006567935711251805,0.009452393178792741,0.003033439492690119,2.6916829039031036e-07,0.0034203211250046937,0.007656530979356442,2.1818945235331077e-06,0.003492968349865903,0.0013047939413213978
14,0.3687338796440179,0.021901982580808835,0.013488894153688747,0.014977387004699298,0.010336433586883303,0.011896237672562688,0.006229069854624295,0.01236539440133733,0.008846237185896137,0.013883984888178673,0.006279915819286685,0.00925201414925588,0.012030202986907884,0.009232042452925832,0.006045957422747499,0.00791001299032972,0.009070352763984138,0.010771068736026736,0.009564596738679529,0.006947386094962212,0.008718561047352583,0.005728097996693943,0.007074166198377081,0.006800080929540859,0.00617585517217209,0.008594105838698242
15,0.3549491723145944,0.0030107144019223156,0.011228728802329602,0.009804210522086404,0.011195973576763205,0.018003337654444673,0.020620419740329656,0.008275880887765144,0.01707622631786183,0.011498343313140959,0.008565541260012917,0.013693692817498278,0.013820790415385887,0.011673908657898137,0.0057689977259609716,0.00921562591234393,1e-08,1e-08,0.009418330931784938,0.00638138005803407,0.004050638483216191,0.0075488723638053494,0.007117248790105973,0.004690484346059077,0.02118336221141192,0.004680921520524428
16,0.36428725311336124,0.016521755546650748,0.004831477081339492,0.0198009212127831,0.018720799826511977,0.015648100779979402,0.009460478636448513,0.019601212581363502,0.009073445666505307,0.013404211321836773,0.015465378342761025,0.01369250952932071,4.5531302703865474e-05,0.007860972735120075,0.012007560055003265,0.014817585901019826,0.000496922613393184,0.006118653325167107,0.0076859610006129045,0.00664923709615348,0.007564727990991103,0.01362213389543749,0.013108339329830432,0.00484111265904737,0.009146076012752608,0.0050647348819175845
17,0.3553288927192164,0.01030600101215774,0.00873677678980303,0.009248742877771868,0.01840152471143904,0.011767572810414614,0.007375651689596724,0.015646261861566403,0.009411589560569974,0.013841762886758261,0.016152808793195892,0.009446337092403164,0.015661482429931952,0.010926440784449846,0.009120478127167415,0.005502246151894281,0.004131994187479961,0.011000445199726596,0.01411864912339252,0.008958531051053091,0.004052480315417487,0.005335321499741921,0.007382879582552396,0.007177832322397656,0.011672106118949633,0.010521067899304999
18,0.36214603684707325,0.012066280226644284,0.00535922493982574,0.015321569465340319,0.017706488495610045,0.018855926470395197,0.011793583763795221,0.014908548945469927,0.010963904987197933,0.013662021615834121,0.015478778941749797,0.013004718670323899,0.0024106097392777204,0.011261453515562268,0.012945037575769794,0.015133783964132091,0.0012395437433308117,0.0076591093902377266,0.013519364174683721,0.012933904773119486,0.005666318157887973,0.009274648194336033,0.010772510584511345,0.006924730706970257,0.013146091919332978,0.009828421379752697
19,0.354861591553616,0.013735965968526638,0.009761986819516351,0.01764972580067489,0.02247167422375466,0.01380509089790253,0.007229891051806657,0.01567269700201141,0.014188119672293567,0.017475077206807806,0.017356318223073926,0.014062070820935834,0.013398570110675651,0.011602802688609831,0.008723555036405255,0.00821387634083197,0.008497166954670777,0.008997155406496165,0.015603768594396612,0.01197453095695608,0.007176533536462039,0.01086876235558289,0.010982637191842955,0.008189975898786714,0.013444980329574094,0.013797031812438392
20,0.36042976498493534,0.00694094884644216,0.015970789190606835,0.013394174047341141,0.007824582264237706,0.006910974093509613,3.204219022579313e-07,0.012057881543001463,0.01269749237584311,0.01235342688828924,0.018368132433777506,0.007259320842324152,0.00943551014455932,0.010672403908144548,5.566970700855846e-06,0.005306108214138886,0.004549557834806023,0.010455884345605421,0.009639252374753174,1.980246862366571e-08,0.006489153280571037,1.2104049175759111e-08,5.8172887714549246e-08,0.003204475185185617,0.008382591616051926,1.274398555111006e-08
