gene,row
SHC2,1729
SHC3,1730
SHC4,1731
SHH,1732
SHISA5,1733
SHMT1,1734
SIAH1,1735
SIGIRR,1736
SIN3A,1737
SKP1,1738
SKP2,1739
SLC11A1,1740
SLC27A1,1741
SLC27A2,1742
SLC27A4,1743
SLC27A5,1744
SLC27A6,1745
SLC2A1,1746
SMAD1,1747
SMAD3,1748
SMAD5,1749
SMAD6,1750
SMAD7,1751
SMAD9,1752
SMARCA1,1753
SMARCD1,1754
SMARCE1,1755
SMC1A,1756
SMC1B,1757
SMC3,1758
SMG6,1759
SMO,1760
SMUG1,1761
SMURF1,1762
SMURF2,1763
SNAI1,1764
SNAI2,1765
SND1,1766
SOCS1,1767
SOCS2,1768
SOCS3,1769
SOCS4,1770
SOCS5,1771
SOCS7,1772
SORBS1,1773
SORCS3,1774
SORL1,1775
SOS1,1776
SOS2,1777
SOX17,1778
SOX9,1779
SP1,1780
SPECC1,1781
SPHK1,1782
SPHK2,1783
SPI1,1784
SPOP,1785
SPP1,1786
SPRED1,1787
SPRED2,1788
SPRR3,1789
SPRY1,1790
SPRY2,1791
SPRY3,1792
SPRY4,1793
SPTAN1,1794
SRC,1795
SRF,1796
SRGAP1,1797
SRGAP3,1798
SRSF2,1799
SS18L1,1800
SSBP1,1801
SSX1,1802
SSX2,1803
SSX2IP,1804
STAB1,1805
STAG1,1806
STAG2,1807
STAM,1808
STAM2,1809
STARD13,1810
STAT1,1811
STAT2,1812
STAT3,1813
STAT4,1814
STAT5A,1815
STAT5B,1816
STAT6,1817
STEAP3,1818
STIP1,1819
STK3,1820
STK36,1821
STK4,1822
STMN1,1823
STRADA,1824
STRN,1825
STS,1826
SUFU,1827
SUZ12,1828
SV2A,1829
SV2B,1830
SV2C,1831
SVEP1,1832
SYNCRIP,1833
TAB1,1834
TAB2,1835
TAC1,1836
TACR1,1837
TAF1,1838
TAF15,1839
TAOK1,1840
TAOK2,1841
TAOK3,1842
TBL1X,1843
TBL1Y,1844
TBX3,1845
TCEA1,1846
TCF12,1847
TCF7,1848
TCF7L1,1849
TCF7L2,1850
TCL1A,1851
TCL6,1852
TDG,1853
TEP1,1854
TERF1,1855
TERF2,1856
TERF2IP,1857
TERT,1858
TET1,1859
TFDP1,1860
TFDP2,1861
TFE3,1862
TFG,1863
TFPT,1864
TFRC,1865
TGFA,1866
TGFB1,1867
TGFB2,1868
TGFB3,1869
TGFBR1,1870
TGFBR2,1871
THBS1,1872
THBS2,1873
THBS3,1874
THBS4,1875
THRAP3,1876
TICAM1,1877
TICAM2,1878
TINF2,1879
TJP1,1880
TJP2,1881
TLN1,1882
TLN2,1883
TLR1,1884
TLR10,1885
TLR4,1886
TLR5,1887
TLR6,1888
TLR8,1889
TLX1,1890
TLX3,1891
TNF,1892
TNFAIP6,1893
TNFRSF10A,1894
TNFRSF10B,1895
TNFRSF10C,1896
TNFRSF10D,1897
TNFRSF11A,1898
TNFRSF11B,1899
TNFRSF12A,1900
TNFRSF13B,1901
TNFRSF13C,1902
TNFRSF17,1903
TNFRSF18,1904
TNFRSF19,1905
TNFRSF1A,1906
TNFRSF1B,1907
TNFRSF21,1908
TNFRSF25,1909
TNFRSF4,1910
TNFRSF6B,1911
TNFRSF8,1912
TNFRSF9,1913
TNFSF10,1914
TNFSF11,1915
TNFSF12,1916
TNFSF13,1917
TNFSF13B,1918
TNFSF14,1919
TNFSF15,1920
TNFSF18,1921
TNFSF4,1922
TNFSF8,1923
TNFSF9,1924
TNKS1BP1,1925
TNN,1926
TNPO1,1927
TNPO2,1928
TNR,1929
TNXB,1930
TOLLIP,1931
TOM1,1932
TOP1,1933
TP53,1934
TP53AIP1,1935
TP53BP1,1936
TP53I3,1937
TP73,1938
TPI1,1939
TPM3,1940
TPO,1941
TPR,1942
TPST1,1943
TRA,1944
TRADD,1945
TRAF1,1946
TRAF2,1947
TRAF3,1948
TRAF4,1949
TRAF5,1950
TRAF6,1951
TRAF7,1952
TRB,1953
TRERF1,1954
TRIM24,1955
TRIM27,1956
TRIO,1957
TRIP10,1958
TRIP11,1959
TRRAP,1960
TSC2,1961
TSHR,1962
TSLP,1963
TTK,1964
TTL,1965
TWIST1,1966
TXNIP,1967
TYK2,1968
TYROBP,1969
U2AF1,1970
UBC,1971
UBR5,1972
UCN,1973
UCP1,1974
ULBP1,1975
ULBP2,1976
ULBP3,1977
ULK1,1978
ULK2,1979
ULK3,1980
UNG,1981
UPF3B,1982
USP6,1983
USP8,1984
VANGL1,1985
VANGL2,1986
VASP,1987
VAV2,1988
VAV3,1989
VCL,1990
VEGFA,1991
VEGFB,1992
VEGFC,1993
VEGFD,1994
VHL,1995
VIM,1996
VNN1,1997
VTI1A,1998
VTN,1999
VWF,2000
WAS,2001
WASF1,2002
WASF2,2003
WASF3,2004
WASL,2005
WEE1,2006
WEE2,2007
WHSC1,2008
WHSC1L1,2009
WIF1,2010
WIPF1,2011
WNK1,2012
WNT1,2013
WNT10A,2014
WNT10B,2015
WNT16,2016
WNT2,2017
WNT2B,2018
WNT3,2019
WNT3A,2020
WNT4,2021
WNT5A,2022
WNT5B,2023
WNT6,2024
WNT7A,2025
WNT7B,2026
WNT8A,2027
WNT8B,2028
WNT9A,2029
WNT9B,2030
WRN,2031
WT1,2032
WWTR1,2033
XCL1,2034
XCL2,2035
XCR1,2036
XIAP,2037
XPC,2038
XPO1,2039
XRCC1,2040
XRCC5,2041
XRCC6,2042
XRN1,2043
YBX1,2044
YES1,2045
YWHAB,2046
YWHAE,2047
YWHAG,2048
YWHAH,2049
YWHAQ,2050
YWHAZ,2051
ZAP70,2052
ZBTB17,2053
ZC3H11A,2054
ZCCHC8,2055
ZEB1,2056
ZEB2,2057
ZFHX3,2058
ZFP36L1,2059
ZFP36L2,2060
ZFYVE16,2061
ZFYVE9,2062
ZMAT3,2063
ZNF292,2064
ZNF331,2065
ZNF384,2066
ZNF638,2067
ZNF814,2068
ZRSR2,2069
ZYX,2070
PRKCG,2071
ARFGEF2,2072
ELF1,2073
AFAP1L2,2074
ORC1,2075
GAPDHS,2076
PLAA,2077
MYL10,2078
NFIB,2079
SERPINF2,2080
ID1,2081
SIGLEC1,2082
WNT11,2083
ELF3,2084
PDGFD,2085
ZNF750,2086
ERBB2IP,2087
SLC45A3,2088
TIRAP,2089
NFAM1,2090
RSPO2,2091
ENDOD1,2092
SDHAF2,2093
REG3G,2094
C2orf44,2095
TERC,2096
IL17C,2097
SSX4,2098
IGL,2099
KIR2DL5A,2100
