ABCF1,ABCC1
ABCF1,PLK1
ABCF1,LIG3
ABCF1,CSNK2A1
ABCF1,SUZ12
ABCF1,UBC
ABCF1,TNF
ABCF1,PABPC1
ABCF1,ASXL1
ABCF1,CDC6
ABCF1,CSNK2A2
ABCF1,POLD2
ABCF1,SPTAN1
ABCF1,EEF1B2
ABCF1,HSP90AA1
ABCF1,ZRSR2
ABCF1,LDHA
ABCF1,G3BP1
ABCF1,G3BP2
ABI1,DIAPH1
ABI1,TCF12
ABI1,LAT
ABI1,LSM14A
ABI1,PPP2R1A
ABI1,TAF1
ABI1,PLCG1
ABI1,SGMS1
ABI1,ITGB1
ABI1,TRIP10
ABI1,LCP2
ABI1,NCK1
ABI1,NCK2
ABI1,WASF3
ABI1,MBD4
ABI1,SMARCD1
ABI1,FNBP1
ABI1,STAG2
ABI1,GNG2
ABI1,SPTAN1
ABI1,MLLT10
ABI1,BCAR1
ABI1,USP8
ABI1,KIF5B
ABI1,IQGAP1
ABI1,MED17
ABI1,VCL
ABI1,ROCK1
ABI1,CUL4B
ABI1,RAPGEF2
ABI1,TFRC
ABI1,ITK
ABI1,NIN
ABI1,DOCK1
ABI1,PPM1B
ABI1,EGF
ABI1,GPHN
ABI1,HBEGF
ABI1,APPL1
ABI1,MAP4K3
ABI1,MAP4K4
ABI1,WASL
ABI1,YES1
ABI1,NCKIPSD
ABI1,WASF1
ABI1,WASF2
ABI1,STAM2
ABI1,ZCCHC8
ABI1,PPP2R5C
ABI1,PICALM
ABI1,ITSN1
ABI1,ANAPC10
ABI1,CAPN7
ABI1,MYC
ABI1,DEK
ABI1,PIK3R6
ABI1,PIK3R1
ABI1,UBC
ABI1,HRAS
ABI1,VAV3
ABI1,VAV2
ABI1,NCF2
ABI1,CCNG2
ABI1,ABL2
ABI1,RASA1
ABI1,FER
ABI1,ARFGEF1
ABI1,ARFGEF2
ABI1,SOS2
ABI1,SOS1
ABI1,ID2
ABI1,HSP90AA1
ABI1,MYO5A
ABI1,SCP2
ABI1,RIPK2
ABI1,ELF1
ABI1,STAM
ABI1,CLASP2
ABL2,FER
ABL2,DICER1
ABL2,SOS1
ABL2,HSP90AA1
ABL2,MSN
ABL2,CLASP2
ACAA1,CDK12
ACAA1,ALDH3B2
ACAA1,GMPS
ACAA1,PKM
ACAA1,FABP1
ACAA1,ALDH2
ACAA1,PFKP
ACAA1,GPI
ACAA1,ALDOB
ACAA1,CSNK2A2
ACAA1,MAPKAPK3
ACAA1,PDHB
ACAA1,POLD4
ACAA1,SCP2
ACAA1,LDHA
ACAA1,LDHB
ACAA1,ABCC3
ACACA,PLK1
ACACA,HDAC2
ACACA,MYC
ACACA,MDM2
ACACA,CSNK2A1
ACACA,KIF5B
ACACA,FUS
ACACA,PABPC1
ACACA,CCT5
ACACA,PCBP1
ACACA,PKM
ACACA,HMMR
ACACA,UBC
ACACA,CSNK2A2
ACACA,RHOT1
ACACA,PKLR
ACACA,PFKP
ACACA,SUZ12
ACACA,RRM2
ACACA,CDK12
ACACA,ACAA1
ACACA,HSP90AA1
ACAD8,PDHB
ACAD8,ARFGEF1
ACAD8,SCP2
ACAD8,LDHA
ACAD8,LDHB
ACAD8,TAF1
ACAD8,ABCC3
ACADL,GHR
ACADL,CPT2
ACADL,SCD5
ACADL,EHHADH
ACADL,ACSL3
ACADL,ACSL1
ACADL,ACSL4
ACADL,ACOX2
ACADL,UBC
ACADL,ACSL5
ACADL,ACADM
ACADL,PDHB
ACADL,PPARD
ACADL,ACO1
ACADL,ACAD8
ACADL,INS
ACADL,FABP3
ACADL,HMGCS2
ACADL,PDHA1
ACADL,ACSS2
ACADL,ACSS1
ACADL,RXRB
ACADL,ALDH9A1
ACADL,ALDH7A1
ACADL,ADH7
ACADL,ACOX3
ACADL,ID4
ACADL,ACOX1
ACADL,LEP
ACADL,SCP2
ACADL,CAT
ACADL,ACAA1
ACADL,CPT1A
ACADL,CPT1C
ACADL,CPT1B
ACADL,ADH1B
ACADL,SDHA
ACADL,SDHC
ACADM,CDC73
ACADM,WEE1
ACADM,FXR1
ACADM,PIK3C2A
ACADM,VEGFA
ACADM,TCF12
ACADM,YBX1
ACADM,CDKN1B
ACADM,HSP90B1
ACADM,PTGES3
ACADM,CCT5
ACADM,ABCB1
ACADM,HMMR
ACADM,MCM3
ACADM,PPARG
ACADM,SSBP1
ACADM,BAZ2B
ACADM,PSIP1
ACADM,CSNK1A1
ACADM,HMGCS2
ACADM,MCM6
ACADM,MYH14
ACADM,CLCC1
ACADM,POLR2B
ACADM,FH
ACADM,CDC7
ACADM,NCOA1
ACADM,NCOA4
ACADM,DDB1
ACADM,RXRB
ACADM,SLC27A2
ACADM,MCM2
ACADM,CAT
ACADM,AIFM1
ACADM,SGMS1
ACADM,CSNK2B
ACADM,CAD
ACADM,ACAA1
ACADM,RTN4
ACADM,MBD4
ACADM,PPP3CB
ACADM,PPP3CC
ACADM,HDAC2
ACADM,BCL11A
ACADM,EIF3E
ACADM,RFC5
ACADM,CBFB
ACADM,SHMT1
ACADM,HNRNPA2B1
ACADM,LIPA
ACADM,RFC1
ACADM,CSNK2A1
ACADM,SCD5
ACADM,SYNCRIP
ACADM,ACTB
ACADM,STAG1
ACADM,RUVBL1
ACADM,PLA2G12A
ACADM,FOXA2
ACADM,SF3A3
ACADM,PKM
ACADM,BUB3
ACADM,XRCC5
ACADM,ALDH7A1
ACADM,HDAC1
ACADM,RFC4
ACADM,PGAM1
ACADM,CASP6
ACADM,CARM1
ACADM,ENO1
ACADM,ENO3
ACADM,NCOA2
ACADM,UNG
ACADM,ACOX2
ACADM,ACOX3
ACADM,ACOX1
ACADM,ALDH2
ACADM,MDM2
ACADM,RAD50
ACADM,USP8
ACADM,MSH2
ACADM,RPA2
ACADM,YWHAQ
ACADM,IDH1
ACADM,CACYBP
ACADM,CDC16
ACADM,ABCF1
ACADM,PPARD
ACADM,ABI1
ACADM,IDH2
ACADM,BRCA1
ACADM,GPI
ACADM,GMPS
ACADM,RBBP7
ACADM,XRCC6
ACADM,PPM1B
ACADM,SRSF2
ACADM,TFRC
ACADM,PGK1
ACADM,RBL2
ACADM,EHHADH
ACADM,PARP1
ACADM,ALDH1A3
ACADM,TP53
ACADM,ACAD8
ACADM,PHF6
ACADM,PPARA
ACADM,PSMA6
ACADM,PDHA1
ACADM,ACSS2
ACADM,ACSS1
ACADM,APPL1
ACADM,HSP90AA1
ACADM,NMI
ACADM,PPP2R1A
ACADM,PPP2R1B
ACADM,CYCS
ACADM,AIMP1
ACADM,BMPR1A
ACADM,FMR1
ACADM,APEX1
ACADM,ELOB
ACADM,HSPA1L
ACADM,NT5C2
ACADM,PCNA
ACADM,CPT1C
ACADM,CPT1B
ACADM,ALDOA
ACADM,PPP1CB
ACADM,PPP1CC
ACADM,RPA1
ACADM,RPA3
ACADM,PDK1
ACADM,LPL
ACADM,LAMTOR3
ACADM,LRPPRC
ACADM,FBP1
ACADM,DHX15
ACADM,CDC23
ACADM,CPT2
ACADM,NTRK1
ACADM,ANAPC13
ACADM,ELOC
ACADM,IREB2
ACADM,DDX3X
ACADM,PRKDC
ACADM,PPP2CA
ACADM,ACSL1
ACADM,ACSL4
ACADM,ACSL5
ACADM,EIF4G3
ACADM,UBC
ACADM,CCNH
ACADM,KDM5A
ACADM,DEK
ACADM,CLTC
ACADM,DDX5
ACADM,CHD9
ACADM,SCD
ACADM,PDHB
ACADM,PGM1
ACADM,ALDOB
ACADM,PAK5
ACADM,ACO1
ACADM,TAF1
ACADM,CDC27
ACADM,CPT1A
ACADM,CCNG1
ACADM,LDHC
ACADM,MYL12A
ACADM,ALDH9A1
ACADM,FADS2
ACADM,ADH5
ACADM,PRKACB
ACADM,ATIC
ACADM,ACSL3
ACADM,CAB39
ACADM,SCP2
ACADM,HSPA1A
ACADM,CUL4A
ACADM,HCFC1
ACADM,MLH1
ACADM,LDHA
ACADM,LDHB
ACADM,CLASP2
ACADM,GTF2H1
ACADM,ORC2
ACADM,ORC3
ACADM,ALDH1B1
ACADM,NPM1
ACADM,RASA1
ACADM,UPF3B
ACADM,G3BP2
ACADM,SDHA
ACADM,SDHC
ACADM,ATF2
ACD,WRN
ACD,SMARCD1
ACD,MAD1L1
ACD,FUS
ACD,EIF4B
ACD,RFC4
ACD,UNG
ACD,RAD50
ACD,ERCC1
ACD,PFKP
ACD,HRAS
ACD,CSNK2A2
ACD,AFAP1L2
ACD,CDC6
ACD,STAG2
ACD,STAG1
ACD,TAF1
ACD,POLD1
ACD,POLD2
ACD,POLD3
ACD,POLD4
ACD,LDHA
ACD,ORC1
ACKR3,ESPL1
ACKR3,CCL19
ACKR3,VEGFA
ACKR3,HES1
ACKR3,LAMA4
ACKR3,EGFR
ACKR3,PGF
ACKR3,CXCR3
ACKR3,CXCR2
ACKR3,CXCR1
ACKR3,CXCR6
ACKR3,CXCR5
ACKR3,CXCR4
ACKR3,GNG12
ACKR3,CXCL1
ACKR3,CXCL2
ACKR3,GNG2
ACKR3,CCL7
ACKR3,LAMB1
ACKR3,LAMB2
ACKR3,GNAI1
ACKR3,CNR2
ACKR3,COL5A2
ACKR3,COL5A1
ACKR3,MMP9
ACKR3,MMP2
ACKR3,CAV1
ACKR3,ADCY1
ACKR3,CXCL6
ACKR3,CXCL8
ACKR3,ADORA3
ACKR3,LAMC1
ACKR3,TP53
ACKR3,CXCL3
ACKR3,CCR1
ACKR3,CCR2
ACKR3,CCR4
ACKR3,CCR5
ACKR3,CCR6
ACKR3,CCR7
ACKR3,CCR8
ACKR3,CCR9
ACKR3,IL1B
ACKR3,IL6
ACKR3,CDH11
ACKR3,ANXA1
ACKR3,CCR3
ACKR3,UBC
ACKR3,NFKBIA
ACKR3,THBS1
ACKR3,SDC2
ACKR3,TNFAIP6
ACKR3,WNT5A
ACKR3,DUSP1
ACKR3,HEY1
ACKR3,CCL11
ACKR3,CCL13
ACKR3,CCL16
ACKR3,CCL17
ACKR3,IFNA2
ACKR3,ID2
ACKR3,PF4
ACKR3,AR
ACO1,CAD
ACO1,IREB2
ACO1,EXT2
ACO1,IDH2
ACO1,IDH1
ACO1,EHHADH
ACO1,SHMT1
ACO1,SYNCRIP
ACO1,AKT1
ACO1,SLC2A1
ACO1,ALDH9A1
ACO1,UBC
ACO1,PGK1
ACO1,YBX1
ACO1,CLTC
ACO1,NCKAP1
ACO1,ALDH2
ACO1,PGM1
ACO1,PGM2
ACO1,AIFM1
ACO1,PPP2R5A
ACO1,AOX1
ACO1,ME1
ACO1,FABP1
ACO1,ACSS2
ACO1,ACSS1
ACO1,ENO1
ACO1,ADH5
ACO1,ARNT
ACO1,ACOX1
ACO1,STEAP3
ACO1,SCP2
ACO1,CAT
ACO1,HSPA1A
ACO1,MITF
ACO1,ACAA1
ACO1,PXN
ACO1,ADH1B
ACO1,VCL
ACO1,AR
ACO1,ALDH1B1
ACO1,ALDOB
ACO1,ALDH7A1
ACO1,SKP1
ACO1,ADH1A
ACO1,SDHA
ACO1,GPI
ACOX1,NR1H3
ACOX1,RXRB
ACOX1,ALDH9A1
ACOX1,CAT
ACOX1,MITF
ACOX1,ACAA1
ACOX1,DHX35
ACOX1,VNN1
ACOX1,EIF4E
ACOX1,IRF2
ACOX1,CYP27A1
ACOX1,FABP1
ACOX1,ALDH2
ACOX1,CDK4
ACOX1,CDK6
ACOX1,ADH1B
ACOX1,ADH1A
ACOX1,APOC3
ACOX1,IDH2
ACOX1,IDH1
ACOX1,ACAD8
ACOX1,RAF1
ACOX1,ACSS2
ACOX1,ACSS1
ACOX1,CYCS
ACOX1,INSR
ACOX1,STAM2
ACOX1,CYP4A22
ACOX1,CPT1C
ACOX1,CPT1B
ACOX1,MCM2
ACOX1,DUSP14
ACOX1,ALDOC
ACOX1,ALDOB
ACOX1,ABCC1
ACOX1,AKT1
ACOX1,CPT2
ACOX1,GOLGA5
ACOX1,UBC
ACOX1,CLTC
ACOX1,TAF1
ACOX1,ME1
ACOX1,RBL2
ACOX1,CRNKL1
ACOX1,ADH5
ACOX1,SCP2
ACOX1,HSPA1A
ACOX1,TNF
ACOX2,GHR
ACOX2,ABCB1
ACOX2,IDH1
ACOX2,SCD5
ACOX2,UBC
ACOX2,ALDH2
ACOX2,ADH1B
ACOX2,PDHB
ACOX2,NR1H3
ACOX2,VEGFC
ACOX2,ACOX1
ACOX2,CYP27A1
ACOX2,MYH11
ACOX2,FABP1
ACOX2,ACSS2
ACOX2,RXRB
ACOX2,ACOX3
ACOX2,ACAD8
ACOX2,AOX1
ACOX2,SCP2
ACOX2,CAT
ACOX2,INSR
ACOX2,ACAA1
ACOX2,LDHB
ACOX2,AR
ACOX2,ALDOB
ACOX3,CPT2
ACOX3,IDH2
ACOX3,IDH1
ACOX3,UBC
ACOX3,SMURF2
ACOX3,GK2
ACOX3,TAF1
ACOX3,ACAD8
ACOX3,RBM10
ACOX3,ACSS2
ACOX3,ACSS1
ACOX3,RXRB
ACOX3,MYC
ACOX3,ACOX1
ACOX3,ALDH2
ACOX3,SCP2
ACOX3,CAT
ACOX3,CAD
ACOX3,ACAA1
ACOX3,CPT1C
ACOX3,CPT1B
ACOX3,ALDOC
ACOX3,ALDOB
ACP1,TYK2
ACP1,GNAS
ACP1,FXR1
ACP1,PDHB
ACP1,PTEN
ACP1,CTCF
ACP1,FH
ACP1,CDC6
ACP1,SMC3
ACP1,DDB1
ACP1,EI24
ACP1,TAF1
ACP1,MAP2K1
ACP1,MYC
ACP1,EGFR
ACP1,RCHY1
ACP1,NCK1
ACP1,MIF
ACP1,EIF3E
ACP1,CBFB
ACP1,SYNCRIP
ACP1,FN1
ACP1,PTGES3
ACP1,DBF4
ACP1,FLT4
ACP1,ABL2
ACP1,RUVBL1
ACP1,COX6C
ACP1,EIF4B
ACP1,MCM6
ACP1,MCM5
ACP1,MCM2
ACP1,HDAC2
ACP1,RFC5
ACP1,RFC4
ACP1,FABP4
ACP1,ELOC
ACP1,PGAM1
ACP1,FLT1
ACP1,ENO1
ACP1,UNG
ACP1,ITK
ACP1,DUSP1
ACP1,CDK1
ACP1,CDK4
ACP1,PTK2
ACP1,PTK6
ACP1,MSH2
ACP1,RPA2
ACP1,YWHAZ
ACP1,XRCC5
ACP1,YWHAQ
ACP1,PFKP
ACP1,YWHAE
ACP1,MAT2A
ACP1,LIAS
ACP1,CDC16
ACP1,ADH1B
ACP1,MAP3K7
ACP1,BRCA1
ACP1,IDH1
ACP1,FGFR4
ACP1,FGFR2
ACP1,FGFR1
ACP1,RBX1
ACP1,NONO
ACP1,CDK2
ACP1,EPHB2
ACP1,PARP1
ACP1,HSP90AA1
ACP1,TP53
ACP1,POLE3
ACP1,POLE2
ACP1,LAMTOR3
ACP1,CAPN7
ACP1,ERCC3
ACP1,MSH6
ACP1,GPSM2
ACP1,CYCS
ACP1,AIMP1
ACP1,INSR
ACP1,MAP2K4
ACP1,YES1
ACP1,APEX1
ACP1,HNRNPA2B1
ACP1,PCNA
ACP1,MCM7
ACP1,MCM4
ACP1,MCM3
ACP1,RPA3
ACP1,PICALM
ACP1,LRPPRC
ACP1,HDAC3
ACP1,LYN
ACP1,DDX3X
ACP1,RET
ACP1,CSNK2A1
ACP1,AKR1A1
ACP1,MAPKAPK5
ACP1,PCBP1
ACP1,NACA
ACP1,UBC
ACP1,PGM1
ACP1,RAD23A
ACP1,EPHA4
ACP1,EPHA3
ACP1,EPHA1
ACP1,CCNG1
ACP1,NPM1
ACP1,SPTAN1
ACP1,DUSP2
ACP1,CCNB1
ACP1,EEF1B2
ACP1,MNAT1
ACP1,ADH5
ACP1,MET
ACP1,SCP2
ACP1,VHL
ACP1,HSPA1A
ACP1,HSPA1L
ACP1,CUL4A
ACP1,LDHA
ACP1,LDHB
ACP1,RAD21
ACP1,GAPDHS
ACP1,ACTB
ACP1,PSME3
ACP1,ORC2
ACP1,G3BP2
ACSL1,IL6ST
ACSL1,FKBP5
ACSL1,PIK3C2A
ACSL1,PTEN
ACSL1,ANGPTL4
ACSL1,JAK2
ACSL1,NR1H3
ACSL1,DUSP5
ACSL1,PPARG
ACSL1,PPARD
ACSL1,RET
ACSL1,FH
ACSL1,NCOA2
ACSL1,PKLR
ACSL1,NCOA1
ACSL1,NCOA4
ACSL1,S100A9
ACSL1,S100A8
ACSL1,RXRB
ACSL1,ALDH9A1
ACSL1,SLC27A5
ACSL1,SLC27A4
ACSL1,SLC27A6
ACSL1,SLC27A1
ACSL1,SLC27A2
ACSL1,F2
ACSL1,ETV6
ACSL1,TNFAIP6
ACSL1,SGMS1
ACSL1,CAT
ACSL1,ACAA1
ACSL1,RCHY1
ACSL1,RTN4
ACSL1,HERPUD1
ACSL1,GHR
ACSL1,KLF6
ACSL1,EHHADH
ACSL1,LIPA
ACSL1,SCD5
ACSL1,SEC24D
ACSL1,LPL
ACSL1,LY96
ACSL1,SLC2A1
ACSL1,CYLD
ACSL1,CPT1A
ACSL1,ALDH3B2
ACSL1,ARFGAP3
ACSL1,PKM
ACSL1,CYP27A1
ACSL1,RALB
ACSL1,MYC
ACSL1,IQGAP1
ACSL1,FABP4
ACSL1,NFKB1
ACSL1,ACOX2
ACSL1,ACOX3
ACSL1,ACOX1
ACSL1,ALDH2
ACSL1,C3AR1
ACSL1,CEBPB
ACSL1,CEBPA
ACSL1,MBD2
ACSL1,ADH1B
ACSL1,ADH1A
ACSL1,IDH1
ACSL1,RAPGEF2
ACSL1,GADD45A
ACSL1,GADD45B
ACSL1,CYP4F11
ACSL1,GPI
ACSL1,IDH2
ACSL1,KIF5B
ACSL1,PPARA
ACSL1,CARM1
ACSL1,NDRG1
ACSL1,PPM1B
ACSL1,TRRAP
ACSL1,GPHN
ACSL1,IL13RA1
ACSL1,ACAD8
ACSL1,NFE2L2
ACSL1,VEGFA
ACSL1,CXCL2
ACSL1,CCR1
ACSL1,ACSS2
ACSL1,ACSS1
ACSL1,PICALM
ACSL1,ALDH7A1
ACSL1,IL6
ACSL1,CYCS
ACSL1,FAS
ACSL1,ANXA1
ACSL1,CPT1C
ACSL1,CPT1B
ACSL1,ALDOC
ACSL1,ALDOB
ACSL1,CASP3
ACSL1,CASP1
ACSL1,BCL3
ACSL1,AOX1
ACSL1,CPT2
ACSL1,LYN
ACSL1,STAT3
ACSL1,DDX3X
ACSL1,HK2
ACSL1,RAP1A
ACSL1,ACSL4
ACSL1,TLR1
ACSL1,TLR4
ACSL1,UBC
ACSL1,TLR8
ACSL1,ACSL6
ACSL1,NFKBIA
ACSL1,NFKBIZ
ACSL1,ACSL5
ACSL1,IL1R1
ACSL1,CHD9
ACSL1,SCD
ACSL1,PDHB
ACSL1,IL4R
ACSL1,PGM1
ACSL1,ACO1
ACSL1,IL1RN
ACSL1,RAD23B
ACSL1,ME1
ACSL1,IKZF1
ACSL1,NBN
ACSL1,DUSP1
ACSL1,FADS2
ACSL1,LEP
ACSL1,SCP2
ACSL1,HSPA1A
ACSL1,RIPK2
ACSL1,ELF1
ACSL1,LDHB
ACSL1,RAD21
ACSL1,TNF
ACSL1,ALDH1B1
ACSL1,TAB2
ACSL1,CD163
ACSL1,PTPRC
ACSL3,CDC73
ACSL3,ZFYVE16
ACSL3,IRAK4
ACSL3,FXR1
ACSL3,PIK3C2A
ACSL3,MYL12A
ACSL3,BAZ2B
ACSL3,CCT5
ACSL3,HMMR
ACSL3,DLG1
ACSL3,CHUK
ACSL3,PGM1
ACSL3,PPARG
ACSL3,PPARD
ACSL3,CSNK1A1
ACSL3,ALDH2
ACSL3,GMPS
ACSL3,MAP3K7
ACSL3,POLB
ACSL3,FH
ACSL3,IQGAP1
ACSL3,RRM2B
ACSL3,SCD
ACSL3,RXRB
ACSL3,ALDH9A1
ACSL3,SLC27A5
ACSL3,SLC27A4
ACSL3,SLC27A6
ACSL3,SLC27A2
ACSL3,ZNF638
ACSL3,INSR
ACSL3,PPM1B
ACSL3,CAD
ACSL3,HERPUD1
ACSL3,ACAA1
ACSL3,YES1
ACSL3,CNOT1
ACSL3,RTN4
ACSL3,DEPDC1B
ACSL3,LCP1
ACSL3,ANK3
ACSL3,PPP3CB
ACSL3,STAM2
ACSL3,YWHAE
ACSL3,IKBKB
ACSL3,ARHGEF2
ACSL3,LIPA
ACSL3,SCD5
ACSL3,DBF4
ACSL3,ARFGAP3
ACSL3,STAM
ACSL3,RUVBL1
ACSL3,PKM
ACSL3,BUB3
ACSL3,EGLN1
ACSL3,HDAC2
ACSL3,RFC4
ACSL3,PGAM1
ACSL3,PPP1R12A
ACSL3,HSPA1A
ACSL3,HSP90B1
ACSL3,ACOX2
ACSL3,ACOX3
ACSL3,PTK2
ACSL3,MSH2
ACSL3,YWHAQ
ACSL3,PFKP
ACSL3,YWHAH
ACSL3,SUZ12
ACSL3,MED17
ACSL3,YWHAB
ACSL3,MAT2A
ACSL3,ACTG1
ACSL3,GPI
ACSL3,ACTG2
ACSL3,CYP4F11
ACSL3,ATP6AP2
ACSL3,ERBB2
ACSL3,H3F3A
ACSL3,IDH2
ACSL3,LRP8
ACSL3,KIF5B
ACSL3,PPARA
ACSL3,ACOX1
ACSL3,NDRG1
ACSL3,GK2
ACSL3,PGK1
ACSL3,HSP90AA1
ACSL3,TP53
ACSL3,RHOT1
ACSL3,EIF4E
ACSL3,EHHADH
ACSL3,GOLGA5
ACSL3,ACACA
ACSL3,ACSS2
ACSL3,ACSS1
ACSL3,TPR
ACSL3,APPL1
ACSL3,ALDH7A1
ACSL3,ACAD8
ACSL3,RRM2
ACSL3,MAP4K3
ACSL3,AIMP1
ACSL3,CACYBP
ACSL3,WASL
ACSL3,EGFR
ACSL3,CPT1A
ACSL3,CPT1C
ACSL3,CPT1B
ACSL3,MCM2
ACSL3,ABCC1
ACSL3,PICALM
ACSL3,LRPPRC
ACSL3,ACSL4
ACSL3,DHX15
ACSL3,SLC27A1
ACSL3,CPT2
ACSL3,LIG3
ACSL3,LYN
ACSL3,XRCC5
ACSL3,ILK
ACSL3,CSNK1G3
ACSL3,PPP2CB
ACSL3,ACSL6
ACSL3,UBC
ACSL3,PABPC1
ACSL3,DEK
ACSL3,CLTC
ACSL3,ACSL5
ACSL3,NCKAP1
ACSL3,PDHB
ACSL3,IDH1
ACSL3,POLR2B
ACSL3,ACO1
ACSL3,ACTB
ACSL3,ME1
ACSL3,ABL2
ACSL3,TNPO1
ACSL3,NBN
ACSL3,CCNB1
ACSL3,ARFGEF1
ACSL3,FADS2
ACSL3,CRNKL1
ACSL3,ADH5
ACSL3,ALDH3B2
ACSL3,ACVR1
ACSL3,ROCK2
ACSL3,SCP2
ACSL3,ADAM10
ACSL3,SEC31A
ACSL3,HSPA1L
ACSL3,ACSL1
ACSL3,ORC2
ACSL3,ALDH1B1
ACSL3,ACTN1
ACSL3,G3BP2
ACSL3,SDHA
ACSL3,ATF2
ACSL4,ATRX
ACSL4,ACTG1
ACSL4,SLC27A6
ACSL4,CDC73
ACSL4,PIK3C2A
ACSL4,STK3
ACSL4,STK4
ACSL4,AHR
ACSL4,STAG2
ACSL4,JAK2
ACSL4,CHUK
ACSL4,PPARG
ACSL4,PPARD
ACSL4,CSNK1A1
ACSL4,AKT3
ACSL4,ZFYVE16
ACSL4,RAP1B
ACSL4,RET
ACSL4,POLE
ACSL4,NCOA2
ACSL4,PKLR
ACSL4,SLC27A5
ACSL4,SLC27A4
ACSL4,SLC27A1
ACSL4,SLC27A2
ACSL4,SGMS1
ACSL4,ITCH
ACSL4,CAD
ACSL4,YES1
ACSL4,ALDH3B2
ACSL4,RTN4
ACSL4,PLA2G4A
ACSL4,E2F3
ACSL4,PPP3CB
ACSL4,PPP3CC
ACSL4,EHHADH
ACSL4,ACAA1
ACSL4,LIPA
ACSL4,SCD5
ACSL4,SEC24D
ACSL4,LY96
ACSL4,ACTB
ACSL4,ARFGAP3
ACSL4,PLA2G1B
ACSL4,RUVBL1
ACSL4,PKM
ACSL4,SORL1
ACSL4,RBX1
ACSL4,EIF4E
ACSL4,PLA2G10
ACSL4,HDAC2
ACSL4,RFC4
ACSL4,FABP5
ACSL4,PGAM1
ACSL4,RANBP2
ACSL4,ACOX2
ACSL4,ACOX3
ACSL4,ACOX1
ACSL4,ALDH2
ACSL4,USP8
ACSL4,YWHAZ
ACSL4,YWHAQ
ACSL4,PFKP
ACSL4,MAT2A
ACSL4,RRM2B
ACSL4,ALDH7A1
ACSL4,GPI
ACSL4,ACTG2
ACSL4,CYP4F11
ACSL4,PLA2G6
ACSL4,PLA2G5
ACSL4,IDH1
